48                                                                         
===========================================================================
                                                                           
                  KPP Standalone Atmospheric Chemical State                
File Description:                                                          
This file contains model output of the atmospheric chemical state          
as simulated by the GEOS-Chem chemistry module in a 3D setting.            
Each grid cell represents the chemical state of an individual location,    
suitable for input into a separate KPP Standalone program which will       
replicate the chemical evolution of that grid cell for mechanism analysis. 
Note that the KPP Standalone will only use concentrations, rate constants, 
and KPP-specific fields. All other fields are for reference. The first line
contains the number of lines in this header. If wanting to use this output 
for other analysis, a Python class to read these fields is available by    
request, contact Obin Sturm (psturm@usc.edu).                              
                                                                           
Generated by the GEOS-Chem Model                                           
       (https://geos-chem.org/)                                            
Using the KPP Standalone Interface                                         
github.com/GEOS-ESM/geos-chem/tree/feature/psturm/kpp_standalone_interface 
     With contributions from:                                              
        Obin Sturm (psturm@usc.edu)                                        
        Christoph Keller                                                   
        Michael Long                                                       
        Sam Silva                                                          
                                                                           
Meteorological and general grid cell metadata    
Location:                                        Utqiagvik
Timestamp:                                       2020/07/05 06:45
Longitude (degrees):                               -156.9671
Latitude (degrees):                                  71.2740
GEOS-Chem Vertical Level:                            48
Pressure (hPa):                                      10.2849
Temperature (K):                                      240.73
Dry air density (molec/cm3):                      0.3086E+18
Water vapor mixing ratio (vol H2O/vol dry air):   0.5463E-05
Cloud fraction:                                   0.0000E+00
Cosine of solar zenith angle:                     0.1924E+00
KPP Integrator-specific parameters               
Initial KPP H val (seconds):                        900.0000
Final KPP H val (seconds):                          900.0000
Chemistry operator timestep (seconds):              900.0000
Number of internal timesteps:                        12
CSV data of full chemical state, including species concentrations,    
rate constants (R) and instantaneous reaction rates (A).              
All concentration units are in molecules/cc and rates in molec/cc/s.  
                                                                           
===========================================================================
Name,   Value                                                              
ACET,   0.3922283401782708E-21
ACTA,   0.4757038518083138E-21
AERI,   0.5956142342292098E-21
ALD2,   0.2380429816443097E+06
ALK4,   0.2594370927262956E+05
AONITA,   0.0000000000000000E+00
AROMP4,   0.8549153432600289E+14
AROMP5,   0.1691279939089970E+07
ATOOH,   0.2699970912354950E+03
BALD,   0.1975258312004568E+02
BCPI,   0.1102144125509123E-02
BCPO,   0.9110685318720328E-01
BENZ,   0.4346738832872638E-09
BENZP,   0.0000000000000000E+00
Br,   0.0000000000000000E+00
Br2,   0.0000000000000000E+00
BrCl,   0.0000000000000000E+00
BrNO2,   0.0000000000000000E+00
BrNO3,   0.0000000000000000E+00
BrO,   0.4050992699273750E-06
BrSALA,   0.3303664493013698E-04
BrSALC,   0.0000000000000000E+00
BZCO3H,   0.9018414246092309E+05
BZPAN,   0.6813310761615413E-21
C2H2,   0.3183988929454973E-07
C2H4,   0.2433757554972679E-05
C2H6,   0.0000000000000000E+00
C3H8,   0.1112514136833848E+07
CCl4,   0.3345682759023823E-20
CFC11,   0.7657113541519074E+05
CFC113,   0.2085972192338629E+07
CFC114,   0.0000000000000000E+00
CFC115,   0.0000000000000000E+00
CFC12,   0.0000000000000000E+00
CH2Br2,   0.0000000000000000E+00
CH2Cl2,   0.0000000000000000E+00
CH2I2,   0.0000000000000000E+00
CH2IBr,   0.0000000000000000E+00
CH2ICl,   0.0000000000000000E+00
CH2O,   0.0000000000000000E+00
CH3Br,   0.0000000000000000E+00
CH3CCl3,   0.3676224356661216E-04
CH3Cl,   0.7617666029328103E+00
CH3I,   0.1119773853834243E+02
CH4,   0.7498532379253965E-20
CHBr3,   0.1860073581200154E-13
CHCl3,   0.6864863292500040E+03
Cl,   0.2697727441054165E-02
Cl2,   0.3059670178914812E-01
Cl2O2,   0.2582833273603339E+07
ClNO2,   0.2201144089837254E+05
ClNO3,   0.3494379112728395E+02
ClO,   0.9618738934401065E+03
ClOO,   0.1431429997670776E+08
CLOCK,   0.5035849624565025E+06
CO,   0.2459802069518578E+07
CSL,   0.2433774418965865E+07
DMS,   0.2988977984707576E-04
DST1,   0.1006590328071244E-01
DST2,   0.9054897083554385E+01
DST3,   0.1887778189681977E+11
DST4,   0.0000000000000000E+00
EOH,   0.7749743996993870E-18
ETHLN,   0.3264467590408967E-05
ETHN,   0.1486253491565663E+01
ETHP,   0.1533495128150785E+05
ETNO3,   0.1434840432441862E+03
ETP,   0.2476568196734362E-06
GLYC,   0.2985753095352267E+03
GLYX,   0.7077335442453178E-14
H1211,   0.6796864581175502E-04
H1301,   0.8896285895253726E+04
H2402,   0.5077546574835574E-21
H2O,   0.5434805418536114E+07
H2O2,   0.4293957438934897E+04
HAC,   0.3745256279263744E-20
HBr,   0.3112185164003629E-09
HC5A,   0.2625207325760352E+05
HCFC123,   0.2401310361427979E-19
HCFC141b,   0.9893994973945001E-21
HCFC142b,   0.3045885764995540E-15
HCFC22,   0.1055519404956485E+06
HCl,   0.4580687640339363E+07
HCOOH,   0.4617329375115676E+08
HI,   0.1640194201925809E-20
HMHP,   0.1358028268683499E+05
HMML,   0.7465275253209096E-01
HMS,   0.1541430424489879E+01
HNO2,   0.5520038931676409E+05
HNO3,   0.3069846944181463E-17
HNO4,   0.1829450796520199E-01
HOBr,   0.1513126973152400E+03
HOCl,   0.1884848627098949E-16
HOI,   0.1190643408914422E+00
HONIT,   0.3140017205294294E+00
HPALD1,   0.5141336359838172E-08
HPALD2,   0.1448564013449388E-07
HPALD3,   0.7498532379253965E-20
HPALD4,   0.3996225188995958E+03
HPETHNL,   0.4224881806742266E+00
I,   0.9899589015581233E-21
I2,   0.3104053560850129E+08
I2O2,   0.1570579825191597E+03
I2O3,   0.1421555191369253E-20
I2O4,   0.3100979633442350E-13
IBr,   0.1132808052548854E+01
ICHE,   0.3515089880358315E-06
ICl,   0.0000000000000000E+00
ICN,   0.1110717738943966E-20
ICPDH,   0.3816971394762576E+00
IDC,   0.1562520478138731E+05
IDCHP,   0.1140532392067615E-20
IDHDP,   0.7662055184402890E-21
IDHPE,   0.6055540649226983E-14
IDN,   0.9714669746009620E-21
IEPOXA,   0.7662912360443309E-17
IEPOXB,   0.2025601325760798E-18
IEPOXD,   0.2467348918132099E-07
IHN1,   0.5639598380574836E-21
IHN2,   0.1345644147987038E-20
IHN3,   0.0000000000000000E+00
IHN4,   0.5238783816444163E+08
INDIOL,   0.0000000000000000E+00
INO,   0.2417069279203683E-12
INPB,   0.7092043383065417E-21
INPD,   0.0000000000000000E+00
IO,   0.9046279052212869E-21
IONITA,   0.1197637483383777E+04
IONO,   0.9046279052212869E-21
IONO2,   0.6532279457301835E-20
IPRNO3,   0.4835695869202947E-18
ISALA,   0.1099857460274381E-19
ISALC,   0.7300830136313061E-04
ISOP,   0.4543453491148451E-10
ITCN,   0.1825979231329533E+05
ITHN,   0.1028936715311930E-20
LIMO,   0.3291488659707287E+06
LVOC,   0.7353810704334364E-23
LVOCOA,   0.7139275476272378E-21
MACR,   0.7139275476272378E-21
MACR1OOH,   0.6246919107649881E-21
MAP,   0.5898106699794162E-07
MCRDH,   0.3751776830252573E-01
MCRENOL,   0.0000000000000000E+00
MCRHN,   0.0000000000000000E+00
MCRHNB,   0.0000000000000000E+00
MCRHP,   0.7353810704334364E-23
MCT,   0.1070891321440857E-20
MEK,   0.1020860293939801E+08
MENO3,   0.0000000000000000E+00
MGLY,   0.6439132003269876E-21
MOH,   0.0000000000000000E+00
MONITA,   0.7141702150465536E-21
MONITS,   0.7709851653702337E-21
MONITU,   0.7709851653702337E-21
MP,   0.1001048911725846E-20
MPAN,   0.8891615627029033E-21
MPN,   0.2989259838680795E-04
MSA,   0.5233632663092780E-08
MTPA,   0.9948983949223583E-09
MTPO,   0.5476924345760187E-05
MVK,   0.8891615627029033E-21
MVKDH,   0.1220144467286272E-20
MVKHC,   0.1790959418415060E-19
MVKHCB,   0.8891615627029033E-21
MVKHP,   0.0000000000000000E+00
MVKN,   0.0000000000000000E+00
MVKPC,   0.0000000000000000E+00
N2O,   0.2545310533049836E-19
N2O5,   0.7709851653702337E-21
NH3,   0.8891615627029033E-21
NH4,   0.1381204820317487E-20
NIT,   0.1620792668820031E+07
NITs,   0.7339721478080815E-18
NO,   0.7045432139584737E-21
NO2,   0.1404095235885983E+07
NO3,   0.4804634834467465E+01
NPHEN,   0.9900738276845188E-18
NPRNO3,   0.0000000000000000E+00
O3,   0.7350813873108202E-15
OClO,   0.6439132003269876E-21
OCPI,   0.0000000000000000E+00
OCPO,   0.0000000000000000E+00
OCS,   0.3226683619021834E-09
OIO,   0.2222280007154556E-19
PAN,   0.9046279052212869E-21
pFe,   0.0000000000000000E+00
PHEN,   0.9046279052212869E-21
PIP,   0.0000000000000000E+00
PP,   0.2685259444263329E+12
PPN,   0.1195284142776277E-07
PROPNN,   0.1049180451746210E-20
PRPE,   0.1213963283852837E+07
PRPN,   0.1174681870969259E-20
PYAC,   0.0000000000000000E+00
R4N2,   0.6562434971001477E-01
R4P,   0.5572579008544708E+05
RA3P,   0.9028733403139938E-20
RB3P,   0.4879897744023970E-21
RCHO,   0.7045432139584737E-21
RIPA,   0.0000000000000000E+00
RIPB,   0.1596302662883213E-09
RIPC,   0.1335682192826752E+04
RIPD,   0.0000000000000000E+00
RP,   0.0000000000000000E+00
SALA,   0.2560683688372727E-20
SALAAL,   0.0000000000000000E+00
SALACL,   0.1620436001268223E-20
SALC,   0.0000000000000000E+00
SALCAL,   0.6662440908755155E-07
SALCCL,   0.1016441034294433E-01
SO2,   0.1252308349604794E+08
SO4,   0.1832761067929297E-20
SO4s,   0.7139275476272378E-21
SOAGX,   0.0000000000000000E+00
SOAIE,   0.0000000000000000E+00
SOAP,   0.1415531674813646E-08
SOAS,   0.2072765163227215E+07
TOLU,   0.7493364402742938E+00
XYLE,   0.7139275476272378E-21
BUTDI,   0.5505834458270440E+03
CO2,   0.0000000000000000E+00
LBRO2H,   0.1029798754037948E-06
LBRO2N,   0.1541970330740467E-20
BRO2,   0.0000000000000000E+00
LISOPOH,   0.3584129341825401E-10
LISOPNO3,   0.9351674019500372E+05
LNRO2H,   0.0000000000000000E+00
LNRO2N,   0.0000000000000000E+00
NRO2,   0.2301052199824977E-20
NAP,   0.4969031915200302E-20
LTRO2H,   0.0000000000000000E+00
LTRO2N,   0.1072836192857218E-02
TRO2,   0.0000000000000000E+00
LXRO2H,   0.1289802807039263E-20
LXRO2N,   0.1828216587610768E-06
XRO2,   0.2664187329167019E-01
PH2SO4,   0.0000000000000000E+00
PSO4AQ,   0.1961641665103290E+00
POx,   0.7238643880200374E-21
LOx,   0.2002144791081876E-20
PCO,   0.9721732198911852E-20
LCO,   0.2412855037546380E-20
PSO4,   0.0000000000000000E+00
LCH4,   0.0000000000000000E+00
PH2O2,   0.0000000000000000E+00
FURA,   0.0000000000000000E+00
N,   0.4768661379189109E-20
ETO,   0.0000000000000000E+00
HPALD1OO,   0.1318614462188817E-03
HPALD2OO,   0.3048820938118406E-20
INA,   0.1512679212115055E-01
C4HVP1,   0.2495947698582752E-20
C4HVP2,   0.4540369388614474E-14
IDNOO,   0.1687474912995631E+00
ICNOO,   0.7760251795200242E-17
ISOPNOO2,   0.1487352298629488E-10
ROH,   0.1057843234829043E+00
BENZO,   0.3429240676676693E+01
IDHNDOO1,   0.2423225105199433E+06
ISOPNOO1,   0.5713654146474704E-01
IDHNDOO2,   0.1200851176580632E+09
H,   0.2217683953507303E+08
ETOO,   0.4180656545168194E+02
BZCO3,   0.7995000684818996E+09
IHPOO1,   0.1332910755280431E+06
IHPOO2,   0.7725080183912576E+10
AROMRO2,   0.8805458233327976E+04
IHPOO3,   0.2453740246288054E+05
IHPNDOO,   0.6299853252207708E+04
BENZO2,   0.8773752153409418E+07
ICHOO,   0.1035119576851577E+02
CH3CHOO,   0.3962905347672545E+06
PRN1,   0.3950985454848074E+07
MVKOHOO,   0.7033695070359993E+09
MCROHOO,   0.6281645420416512E+06
MACR1OO,   0.2417829883323860E+02
PO2,   0.1685394452738481E+13
OLNN,   0.2094510526422233E+10
OLND,   0.1077558301346419E+00
ETO2,   0.1214384363231158E+06
IHPNBOO,   0.1668762829188281E+13
LIMO2,   0.1916112496892502E+05
IEPOXAOO,   0.6996553716681030E+07
IEPOXBOO,   0.4005259784223090E+08
IDHNBOO,   0.3040099361912110E+07
CH2OO,   0.4721431458728711E-07
A3O2,   0.4602267794476576E+08
PIO2,   0.2035855836661145E+06
OTHRO2,   0.1129546990568705E+06
IHOO4,   0.2040172039806899E+10
IHOO1,   0.1542725843667884E+12
INO2D,   0.2409120197516765E+18
INO2B,   0.6464020134527264E+17
MACRNO2,   0.3085450948200912E-02
R1,   0.0000000000000000E+00
R2,   0.0000000000000000E+00
R3,   0.0000000000000000E+00
R4,   0.0000000000000000E+00
R5,   0.0000000000000000E+00
R6,   0.0000000000000000E+00
R7,   0.0000000000000000E+00
R8,   0.0000000000000000E+00
R9,   0.0000000000000000E+00
R10,   0.0000000000000000E+00
R11,   0.0000000000000000E+00
R12,   0.0000000000000000E+00
R13,   0.5901658031691402E-14
R14,   0.3424496032669114E-13
R15,   0.1306146557617034E-14
R16,   0.4561847856200906E-17
R17,   0.4553023117292240E-17
R18,   0.1800000000000000E-11
R19,   0.2369632493548093E-12
R20,   0.1356018994598406E-09
R21,   0.1800000000000000E-11
R22,   0.1013033855363655E-10
R23,   0.2057359566130166E-11
R24,   0.1438091619346580E-12
R25,   0.1537771760834547E-14
R26,   0.9733234037736068E-11
R27,   0.2920846465260398E-14
R28,   0.9243947357906482E-11
R29,   0.3872619465471802E-12
R30,   0.8936699129300634E-13
R31,   0.1600000000000000E-09
R32,   0.8721741790449081E-11
R33,   0.8721741790449081E-11
R34,   0.9244319718368698E-11
R35,   0.8733517010253543E-12
R36,   0.2158455861480229E-12
R37,   0.3415868170738418E-12
R38,   0.8475118716240035E-11
R39,   0.1034558105993683E-12
R40,   0.1066286094231258E-05
R41,   0.5671688632785331E-11
R42,   0.3500000000000000E-11
R43,   0.2857335185677598E-10
R44,   0.2000000000000000E-10
R45,   0.4492311151910669E-12
R46,   0.2151964307069966E-05
R47,   0.4000000000000000E-12
R48,   0.6918057043815534E-12
R49,   0.1698314965810656E-15
R50,   0.5800000000000000E-15
R51,   0.1981597021962217E-10
R52,   0.5228072059233925E-15
R53,   0.7498820817920979E-11
