48                                                                         
===========================================================================
                                                                           
                  KPP Standalone Atmospheric Chemical State                
File Description:                                                          
This file contains model output of the atmospheric chemical state          
as simulated by the GEOS-Chem chemistry module in a 3D setting.            
Each grid cell represents the chemical state of an individual location,    
suitable for input into a separate KPP Standalone program which will       
replicate the chemical evolution of that grid cell for mechanism analysis. 
Note that the KPP Standalone will only use concentrations, rate constants, 
and KPP-specific fields. All other fields are for reference. The first line
contains the number of lines in this header. If wanting to use this output 
for other analysis, a Python class to read these fields is available by    
request, contact Obin Sturm (psturm@usc.edu).                              
                                                                           
Generated by the GEOS-Chem Model                                           
       (https://geos-chem.org/)                                            
Using the KPP Standalone Interface                                         
github.com/GEOS-ESM/geos-chem/tree/feature/psturm/kpp_standalone_interface 
     With contributions from:                                              
        Obin Sturm (psturm@usc.edu)                                        
        Christoph Keller                                                   
        Michael Long                                                       
        Sam Silva                                                          
                                                                           
Meteorological and general grid cell metadata    
Location:                                        LosAngeles
Timestamp:                                       2020/07/06 12:00
Longitude (degrees):                               -117.9876
Latitude (degrees):                                  34.4658
GEOS-Chem Vertical Level:                             1
Pressure (hPa):                                     913.1856
Temperature (K):                                      296.65
Dry air density (molec/cm3):                      0.2223E+20
Water vapor mixing ratio (vol H2O/vol dry air):   0.6338E-02
Cloud fraction:                                   0.0000E+00
Cosine of solar zenith angle:                    -0.1163E+00
KPP Integrator-specific parameters               
Initial KPP H val (seconds):                        174.1051
Final KPP H val (seconds):                          199.6623
Chemistry operator timestep (seconds):              900.0000
Number of internal timesteps:                        18
CSV data of full chemical state, including species concentrations,    
rate constants (R) and instantaneous reaction rates (A).              
All concentration units are in molecules/cc and rates in molec/cc/s.  
                                                                           
===========================================================================
Name,   Value                                                              
ACET,   0.5600542991669978E+07
ACTA,   0.5316856672965802E+07
AERI,   0.1727232527574396E+08
ALD2,   0.1668160322752757E+08
ALK4,   0.5443597801228566E+08
AONITA,   0.0000000000000000E+00
AROMP4,   0.6158910180360254E+16
AROMP5,   0.1050766316967554E+10
ATOOH,   0.1186039865286953E+07
BALD,   0.5711541715204148E+06
BCPI,   0.2164709545373220E+11
BCPO,   0.2775844358478233E+12
BENZ,   0.1642866583136345E+06
BENZP,   0.0000000000000000E+00
Br,   0.0000000000000000E+00
Br2,   0.0000000000000000E+00
BrCl,   0.0000000000000000E+00
BrNO2,   0.0000000000000000E+00
BrNO3,   0.0000000000000000E+00
BrO,   0.2329711740834772E+12
BrSALA,   0.3813194841110783E+13
BrSALC,   0.5771798554912989E+07
BZCO3H,   0.1078582877985905E+08
BZPAN,   0.2205203167221458E+08
C2H2,   0.3217642987079006E+12
C2H4,   0.6800175693256454E+13
C2H6,   0.1461406284746669E+08
C3H8,   0.2069454239046324E+09
CCl4,   0.2532467782346283E+07
CFC11,   0.8616976819361690E+08
CFC113,   0.3158469235943074E+09
CFC114,   0.0000000000000000E+00
CFC115,   0.0000000000000000E+00
CFC12,   0.0000000000000000E+00
CH2Br2,   0.0000000000000000E+00
CH2Cl2,   0.0000000000000000E+00
CH2I2,   0.0000000000000000E+00
CH2IBr,   0.0000000000000000E+00
CH2ICl,   0.0000000000000000E+00
CH2O,   0.0000000000000000E+00
CH3Br,   0.0000000000000000E+00
CH3CCl3,   0.2273716003234133E-09
CH3Cl,   0.2467359111110921E+08
CH3I,   0.4023998284333962E-06
CH4,   0.3577389543097638E+06
CHBr3,   0.3539013623098981E+08
CHCl3,   0.7424306147294033E+08
Cl,   0.8446815124702321E+07
Cl2,   0.1981823751170614E+02
Cl2O2,   0.1934505737654979E+10
ClNO2,   0.4845628776231917E+06
ClNO3,   0.1688251617392575E+10
ClO,   0.4916046539012326E+10
ClOO,   0.1100531124989924E+11
CLOCK,   0.1522649550011169E+10
CO,   0.3494313947188531E+09
CSL,   0.1896087655133182E+09
DMS,   0.9062100230722463E+07
DST1,   0.6913051867709525E+08
DST2,   0.1571018120867622E+04
DST3,   0.7358287557168088E+13
DST4,   0.6587877437083710E+08
EOH,   0.1828024698674019E+10
ETHLN,   0.2670124247235912E+10
ETHN,   0.0000000000000000E+00
ETHP,   0.1111423111343049E+11
ETNO3,   0.6010682123599501E+10
ETP,   0.4877882717323890E+08
GLYC,   0.5322687936084432E+03
GLYX,   0.3507467407358511E+07
H1211,   0.2653796091274745E+08
H1301,   0.1229139725276969E+10
H2402,   0.7423372723334890E+06
H2O,   0.9242408797713103E+07
H2O2,   0.7038675377878349E-10
HAC,   0.2328668176424775E+11
HBr,   0.8296851645077027E+08
HC5A,   0.2500470785515681E+09
HCFC123,   0.1999754717778287E+11
HCFC141b,   0.1686400676688063E+11
HCFC142b,   0.2364355297136257E-12
HCFC22,   0.5863868231395526E+09
HCl,   0.5068088941107033E+09
HCOOH,   0.5602906008924054E+10
HI,   0.3003803667766590E+10
HMHP,   0.5025547190071616E+08
HMML,   0.9395598265932326E+08
HMS,   0.3733000714249495E+10
HNO2,   0.1194941293134358E+09
HNO3,   0.3250837068298290E+05
HNO4,   0.2316512905037586E+08
HOBr,   0.2120161341920624E-01
HOCl,   0.1654537361712560E+09
HOI,   0.3825177253920997E+08
HONIT,   0.1056390971552944E+09
HPALD1,   0.1634340678959982E+08
HPALD2,   0.7029186773203911E+07
HPALD3,   0.3006499996631159E+06
HPALD4,   0.8680870661697580E+07
HPETHNL,   0.1564286401813497E+09
I,   0.4007914401399563E+08
I2,   0.6080245864737585E+08
I2O2,   0.3410980966374629E-01
I2O3,   0.2382263022152779E+09
I2O4,   0.3877785703525661E+09
IBr,   0.1507478360226476E+09
ICHE,   0.1167829146899389E+09
ICl,   0.3427156377614663E-01
ICN,   0.1029885277236164E+09
ICPDH,   0.2135009094863625E+09
IDC,   0.2865678770924448E+02
IDCHP,   0.3704809718577588E+09
IDHDP,   0.4863021814583587E+09
IDHPE,   0.1110815841236595E+12
IDN,   0.8235724571468841E+05
IEPOXA,   0.1317863089976256E+09
IEPOXB,   0.1156078615172555E+10
